id,SalePrice
2303,133894.56368501973
116,173293.6066338747
127,132242.97815136504
1371,118080.61796316695
1014,162918.35575576738
1507,105898.19504294738
702,132170.66394509855
750,137978.61531777144
261,164309.57569301172
1559,79889.51195420456
577,229734.5893830485
2812,209885.9638377777
2080,154600.16819674522
1368,118910.87281021288
2376,115899.16443415477
659,113414.1413637679
1235,130282.8602596858
332,81790.48578691042
1917,138510.6655948968
2094,234881.09376376474
1460,252584.4952302246
1471,196996.57746740617
1509,123223.61938508108
1922,131355.74923690563
433,540540.4604699692
460,267407.2611856749
1116,250958.5943703039
1137,166754.56115653366
53,169550.36103708207
2354,250566.66911189462
1475,207268.47035266104
1761,735298.474143962
842,143252.0327035915
2739,158449.13270193237
2509,162741.1267832463
1007,219667.58714086292
2610,188108.6540342438
1952,91352.436165856
2719,165192.546143106
2921,86081.4494254366
1966,129170.0788156214
292,105469.23966663422
1204,179626.6717590837
1829,271354.5133062388
2419,190396.0364078429
391,153472.886820231
798,112134.85033701088
481,190852.0170665275
193,187760.9245660941
555,122281.17753504765
899,69460.03253178856
2357,166011.65324144025
328,105997.89528431093
1356,118707.64770511714
1154,110437.7644751613
1730,179845.02474781536
2249,149638.69173688375
1119,250510.44557563684
2856,119829.53186685497
1394,152053.0534910927
2587,152794.1383744544
61,356392.48726617603
2661,162554.37906078846
2711,141757.54919779574
1147,178301.1653880989
757,128112.99900197593
2623,92222.48186267618
2378,142261.5843010272
1413,142444.5118143363
1722,226761.70275242536
1112,233451.35653213845
1623,178411.92629819483
1201,175632.58606491325
1513,114300.04599562916
957,1635502.7755488534
1171,242883.18745922443
1145,184193.14379051322
2726,260107.60816346772
703,144328.36598248634
760,86661.43060173056
1964,139237.0786593381
2512,175912.64814286982
159,128166.69491954654
1281,156795.53944657004
468,184978.83283284234
290,116362.4292267874
665,107933.48487540474
1463,262802.6769567237
1792,241842.30291022878
923,154620.5252760676
500,272997.1322108507
1408,153613.08145986515
331,85449.96796572208
170,106028.99776257593
2192,91023.41756594196
2571,290850.97088272625
2314,167510.2438602547
2647,94708.83291284731
422,454191.9131665686
2457,377616.57436083275
1838,201007.79101482977
2805,251802.5144633308
1645,156861.8701224544
1711,324895.3485132127
2825,246657.29217652555
322,370849.7902572389
2103,255825.78337535952
342,117100.47880006274
600,120309.01297779339
488,186928.94187420854
1725,323184.37246236653
2246,253471.80058539085
2847,147471.91668335255
806,231995.65551940483
530,232392.63683702945
963,185874.83660837205
2678,96961.56147727954
171,95985.92638052677
2401,485325.39723803964
805,214054.36412985803
2259,309908.0619404765
1748,188076.1665757617
1361,121087.90934361097
1677,105568.79083148189
1406,130869.80163812604
2322,265322.78754949284
688,158655.4212761168
143,139711.07695245525
804,197403.41148995818
1214,155577.2657858491
2828,140912.39308828927
1999,153596.5728307763
2467,204403.8401286319
2665,154543.68945281883
1538,487666.69094104774
398,113895.89911852097
2822,126926.97664924222
2157,140797.22872678092
1856,209731.9295223994
1269,104831.55618181005
2570,120543.15622485476
2320,238013.08280759654
1517,139308.38129252003
2304,125014.57111258701
1312,105334.43800106415
2012,137182.15866251977
506,278772.30002676573
2865,246143.09876842413
2367,95928.90402061152
554,91164.52103105793
238,120319.24238020412
1954,125589.49724161881
2488,148917.83528092882
2291,82443.04999715477
1969,98140.25963660878
2725,160099.3800074669
1482,141172.92310017772
2763,197821.21840334748
503,232009.42371927848
1584,241827.69518762338
1531,138065.84857315803
2210,184403.8220310481
459,324904.9809661573
556,126569.5274907772
1347,127250.99781125139
1290,78427.9578983546
1388,98876.17217714341
1571,820281.5348026791
2754,193083.05251055022
765,129534.401797915
2494,128061.71132870243
2870,232211.88947171645
7,219981.65230642844
1114,252228.40487884553
2418,278850.5799182547
291,123249.12022774406
18,314978.6865349121
39,367405.9216619541
1001,274483.2065251232
2442,234688.9460347677
616,116860.85567448741
2680,78027.58174971459
1414,124439.4404002294
289,128186.40406509419
40,277736.9007352399
860,116217.15523906461
409,133958.65088764724
673,150516.98740797982
2427,168629.2657510036
2036,191887.173330106
2564,148983.59719558049
642,163924.77048863732
1008,184843.31471803092
1908,146185.29051413163
2519,177990.93549654013
1369,93730.33847099358
2855,163279.70311365975
712,101311.31337278172
1943,113362.18530156644
1958,125527.48294029363
107,151600.51367456952
2295,228194.20475653734
704,97617.52832541552
676,141784.524963194
259,179975.43550740162
93,286421.0064312942
106,232970.04630156906
2315,177221.92487618994
1050,113544.14703641039
1095,202941.27689557616
2709,133966.87191048413
758,114714.87373213173
1496,147033.7170749576
2370,117874.07046124038
2458,263127.468791233
2733,128211.62888578126
161,346569.02136134903
726,146984.7200035256
845,203748.9415341539
947,253491.12633724074
2232,106037.7095486276
2563,147680.711698277
2299,150838.8263600312
211,107700.6243016327
605,169076.4204943293
1478,212668.48390184375
2247,256218.15376021704
2274,206731.06453429392
2869,223933.616133696
967,236356.21906739424
2656,118997.93112121084
667,202478.81907874544
1042,103656.49029192662
2023,162791.5205933658
2447,388456.6309651242
2055,123960.60405515433
2275,305720.11649428675
2204,182947.74538647785
1563,262718.56190654484
483,201343.66078018778
796,118384.99489769759
1526,180223.54503687075
2042,123261.85071955933
442,359364.0936741576
1693,350125.28704982717
1468,212024.02048391636
1430,218775.5543494189
2605,141151.26787754762
1529,211859.58122150705
335,163366.23299179718
1287,135828.20819332942
31,93224.6100529376
1785,274958.4904367316
82,158377.67943180155
2620,138170.1603872931
252,199675.86459052848
721,68933.97082527868
2165,184032.59620291155
2316,169524.06111604502
775,125540.44439605258
1558,86649.61994421824
17,244289.81118950262
1022,215028.31120075862
925,136235.52068645554
438,299969.086485505
1270,147955.26466923428
1272,116788.50165464978
215,130244.92751558007
266,224078.24458443894
2402,271118.4359570842
1250,126174.41815192922
1984,108023.97967087718
1279,152457.15041222493
377,282217.2373796736
1252,125949.89172846772
2156,247059.03038975195
499,315948.8600180212
1374,128060.87165827774
2898,265917.0325813237
401,120553.38553844087
2721,169151.01834314252
2078,319680.08803094615
2589,131528.95632389173
1946,230774.85529716488
1334,137340.83383108536
2781,233898.6425524402
431,407371.60649556865
576,180552.8012552025
1474,200126.87342547375
2254,144146.19717703434
2155,273297.09488076845
885,103600.4518245759
643,139973.58659763818
1944,136297.02983938853
480,200195.04929269908
2845,117842.52894038906
2387,330947.2038291717
2407,209878.05709528667
2527,148195.98866632945
2514,161227.9906224752
629,143501.2426155928
80,219227.51147871665
1876,131779.01045875883
1546,113651.22697209503
2518,168849.5027198534
2347,155971.74587327012
783,241560.66586138774
1322,63529.00975040685
194,96064.60665654812
1770,285352.1126825762
2143,125917.8782958575
1229,195880.0666290787
511,269799.489870744
46,210484.82719924123
1348,139965.59677299226
2465,199265.31785666363
387,232529.36247432607
873,198677.63032371586
1918,119770.3672927854
2764,216398.5513422531
2184,117164.73688470286
934,135992.89263993708
1920,122200.97534665123
2631,135831.09868413978
1768,802356.6460839718
2040,104169.94288933
1749,220689.82866307054
834,238715.84010159696
1457,243477.84062090187
79,110766.21641440973
2302,124043.3640866698
1817,145248.71709205702
2755,237395.40535405127
359,166652.40280311968
2059,111943.18944823492
2092,236114.44209776376
2516,236751.0173900997
150,127030.93652817105
1656,142286.71598024943
83,97426.1702568516
2411,185628.22282200534
795,78475.7855475029
2312,231162.48867612667
2917,101676.66424333975
1624,180032.46991155721
2215,352219.29223849566
1211,139742.1065570505
1485,140839.29517435032
1024,155744.0155073616
570,176575.33361241827
2874,120876.55741849303
700,131413.27305663418
2756,214010.66870985168
2022,174412.2165862914
583,210122.96290374262
2392,358661.8305734616
2424,188139.01957851177
212,99875.03490798025
736,133340.31591001095
1610,164998.47749820826
890,115772.45884368825
467,184017.35293439694
578,267793.75781918166
1747,201261.38127569383
1149,156046.52301068
2758,233930.2748492181
857,140935.42910652029
2219,338179.9843951361
733,108184.6759439033
2909,108986.38694876472
1798,259993.348412492
235,110166.54444681523
2366,120431.23246323834
1027,132357.26149821293
1195,139633.30685502535
1303,65887.75735130948
148,171054.49953573596
608,144014.71797207897
2515,198635.87954221334
821,270496.3845774481
2500,292194.1940488543
745,108543.54584666327
741,130163.30126350348
1611,145900.10739439863
2532,124144.90005551741
1081,200697.84950195468
1692,456406.45107589517
2520,166262.47096352035
276,117110.7549194584
1992,135518.59057443932
663,65979.80177445452
418,122323.71916786779
1733,198085.46014040348
2359,141211.95819961562
253,187955.1984636377
1518,182936.44829078528
2035,118952.34903118822
2919,82430.51608734662
1540,297018.03744343424
2120,147098.19113159968
1674,173931.80726839197
256,170644.44251754944
2361,108339.9394515744
978,77565.74064646916
2280,151347.78235575568
2095,221237.1479030733
1709,329330.4645341554
2801,235759.0042287103
1246,125276.78597139967
2373,96748.74416422358
1055,286267.0714889296
2017,124558.96549154783
1099,260707.14662219046
1344,94955.11458268361
835,228201.99423126905
1117,231981.41560022684
2043,101997.46351128732
2085,122543.104976362
410,141110.3641953421
2650,114053.98670217252
2867,205682.94940130803
1668,119264.07064912499
1161,170991.08440737549
2122,181567.39090526605
2539,146571.73291612152
1047,138564.0362819526
1445,127101.1107443274
541,143255.2340892325
569,212125.1475943443
1276,134282.51838199017
918,157548.69591601763
326,168473.82347400242
1936,137740.73185137974
895,94920.4726091671
257,145153.65832429842
1241,185845.5310231496
1545,108030.11772460137
1189,179061.69058181197
270,141172.92310017772
2066,182099.81399505548
693,110643.68620687432
1259,136206.97425900018
2916,140026.05407914182
2321,292568.3900910718
1977,86836.43656702929
1895,150086.90009015714
1240,155589.75956770324
85,156064.40541973608
1823,111143.62257522208
825,276334.0860097073
110,215631.06351558332
697,138677.36432838414
2297,120063.00214059172
1231,136080.55728342017
1355,127887.60286785425
968,343578.0607568263
584,214272.39425254878
1315,127412.7510884537
1606,145394.14976968538
206,94570.46982571983
1685,351905.11177784915
2016,133780.43367225895
869,216620.38837654894
2135,127282.62871079233
2346,166793.19429800584
2430,206361.05451621962
2198,111550.56802027479
2652,111170.34981909025
27,111025.69066989723
241,168713.34560216265
906,103613.52643642358
1506,121022.4363755487
2098,335578.61895555764
1435,197839.0007024051
2213,131325.476455846
1274,144633.27593071916
743,61344.17523952136
1737,200015.5077051339
2797,265191.675359454
2185,74449.12090881934
58,174733.05209969313
830,187109.3723431479
808,115639.86095347337
680,141489.50027358168
1153,107203.1965926628
1291,127120.6133310569
1818,143767.544175178
2161,189256.55685316093
1883,127500.67324825606
350,382838.5550242403
2473,154232.8996278169
295,207707.97377140017
293,211246.68053657687
859,130459.30416102654
288,69468.68777272393
1578,165912.92385273948
102,168289.1701079905
2831,167684.08646991814
1030,156716.77460732608
2551,149336.6534906916
1286,139893.20936564027
958,310574.425825216
776,129996.22924937257
72,213175.01225068816
2263,262037.0891183769
1866,153110.3271928737
2876,73062.06662204328
2146,258563.54462168823
103,171989.43464454604
1500,143482.8251906899
492,207853.8440285019
167,140930.5667414308
2597,115896.28153793975
2685,108449.52697400068
1035,165196.01216756072
1220,78471.54042421702
2602,145983.94363180775
2159,209494.42305330228
695,129876.42680862277
1109,248019.2709804886
640,173194.250919221
1652,149633.89328329134
2090,203246.97328180983
1188,170521.20769899577
2345,250114.7878469296
1059,446436.59426542534
2751,245635.79522885152
128,235684.8840627996
1523,155666.22431458597
2925,168687.53011293436
2145,290273.2058147471
1121,223187.47169469786
566,295075.9054694621
565,255154.81378667202
1331,128697.22532971644
2928,128591.31324019982
156,142475.9287644941
797,133023.82158349734
327,86861.24824144563
2859,165273.1816167418
1453,122084.79615722285
1762,341081.2342333213
1868,204770.87472288808
1760,181062.40973919487
1113,261986.17275633145
1812,190273.22927593318
117,158243.50680734366
1142,193675.2868170874
2342,418606.0768270399
927,147035.12285094583
2478,178327.75379326218
655,84294.67382575893
2064,132940.9905915876
369,271589.8547311872
2239,93632.88537139591
2732,206088.26951564764
1653,162450.1275214154
959,224349.6809066271
2395,357413.97752711986
1412,104710.9336566463
271,244512.47800856744
1484,141189.13197746268
1497,138474.35064329093
552,141146.38866638913
2,120362.25768824088
1855,310063.1790260308
4,253701.0531519691
2292,151182.8961366311
134,134620.14892852222
646,110300.93646851962
42,325223.67408662924
532,225337.0639488673
713,88704.66218713262
2561,128728.68083573192
2360,138242.52701276788
1333,134337.23592103118
1407,301730.48241385864
2892,309962.86109449796
574,207738.7673994725
1227,185876.15173171353
2591,249520.77876577334
1476,202948.64579244616
1125,255483.09991899403
1446,149308.92733172813
408,109673.00450792961
1101,287085.3166343588
2251,187171.8148809504
373,170621.9822919428
2554,131522.9601978225
2382,289520.69786941673
1985,87054.54820034701
519,219005.3438939302
1093,188398.56324418183
864,258760.37961597348
2889,140651.8922903766
2308,176417.7126029512
986,165956.02118252253
1302,138004.68302496447
585,153090.0826118357
2708,146165.23383570186
147,126762.94499348757
1441,218518.25096876227
383,188607.91044613195
285,147132.49720948964
181,109470.6343874001
358,198380.6230619257
780,219716.70620890055
258,190747.23800782152
1865,200761.53445134655
692,123652.92243801948
2902,321460.7280974701
508,275149.21308287507
2638,138360.78117985645
36,137645.0251208805
611,179603.94218656604
2281,138706.79923529152
1678,117315.32542362103
1696,483498.7963385167
1557,81719.57964186755
2180,144427.28552064262
1726,217175.27459005552
951,141338.67278573365
267,224143.8750002704
2706,137052.43099373658
2221,255794.22989442604
1357,153358.67792741716
2901,322588.51587421546
347,183222.28565418287
2164,185877.34772859112
1586,305400.51222659444
360,162707.6424627326
1769,226945.5426242097
2617,149387.23745029976
1879,147292.82516868185
991,249793.07432818497
1535,130650.1838068535
1191,159537.05522790324
1579,225673.1404875168
1882,152351.74481977988
1510,124871.27057036794
2196,153822.71710660358
1845,167319.96217115363
2336,441381.4570345723
942,86943.57380052473
861,136521.8106781966
2555,114385.16998161045
1392,140684.94013721443
2099,251049.49348837326
1543,122118.45945056734
948,275904.4621189857
1239,160612.2644065804
22,171719.67654279474
2796,230890.76239523618
2747,163220.25694477238
92,293997.3067815437
210,185193.1111487548
1858,194979.15789359357
2228,151193.30778534187
447,237750.79775101235
827,219603.23563964138
1649,195602.6340504218
682,137648.51021237372
2698,97889.84148214567
494,177502.1884278446
214,89900.41577095995
2441,257379.67785281024
2679,110490.9507541525
1336,115189.6081693337
465,192273.9154322691
1524,143900.94990629735
2543,114158.40309725447
631,136166.02787353256
2452,299491.8998377822
228,144875.7580911917
126,160912.89701625842
1092,221647.82550390955
1122,215915.4834324954
932,234637.86743090063
1980,93823.19733777737
2171,104089.2202638041
551,165032.72741655319
2768,174955.28932313045
2056,109578.21992138051
1159,357872.31813368003
2645,116371.35335846074
1174,170941.9917511079
2266,232617.7652880562
2462,422496.1172479131
1219,150641.87985181526
2922,180200.1147367279
118,136070.89450076484
474,169510.84594746903
2576,148012.20743870764
872,272600.430936386
1077,218875.62780971636
1536,135473.77770757634
1150,115852.79181885946
2341,314122.7966560321
1931,174295.77953789764
2785,127365.71516512486
2538,122328.00413618024
597,188353.67229001856
464,194312.3669227304
233,251333.2952468259
2169,119181.9190240153
2123,176015.30931708528
1867,148406.34751747522
137,266133.65393053443
515,219313.98589905
933,118247.7369194058
2784,174388.45791771068
972,157562.71485516522
599,145005.15876025954
2614,129776.23672070683
2582,127511.68415804324
1409,175768.0951510002
175,99600.5012417422
352,235190.4212405421
976,100515.73664047815
2134,203095.53174017154
984,115262.34991247348
2396,363293.51665036724
1673,136384.64407387964
404,113621.0308586089
607,152235.20321660748
814,138808.1270774887
868,201243.50236806562
2271,199676.88578401174
1633,232595.10447716576
337,151749.19948999106
2765,221866.14880138583
1746,235662.65541649697
368,359460.3654875551
2806,199810.79145958842
1662,169384.6648302723
1234,224344.124041803
1373,130565.23302953706
1672,116654.3824834987
1939,112812.1771199851
